id,rgb_frame,ir_frame,fire,smoke
7106,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7106).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7106).jpg,False,False
29017,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (29017).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (29017).jpg,True,True
15787,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (15787).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (15787).jpg,True,False
11286,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (11286).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (11286).jpg,False,False
49406,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (49406).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (49406).jpg,True,False
20544,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (20544).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (20544).jpg,True,True
23488,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (23488).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (23488).jpg,True,True
29051,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (29051).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (29051).jpg,True,True
10951,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (10951).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (10951).jpg,False,False
34477,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (34477).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (34477).jpg,True,True
47083,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (47083).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (47083).jpg,True,False
16022,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (16022).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (16022).jpg,True,True
22055,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (22055).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (22055).jpg,True,True
16210,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (16210).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (16210).jpg,True,True
36641,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (36641).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (36641).jpg,True,False
20090,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (20090).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (20090).jpg,True,True
53234,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (53234).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (53234).jpg,True,False
43967,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (43967).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (43967).jpg,True,True
50964,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (50964).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (50964).jpg,True,False
52637,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (52637).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (52637).jpg,True,False
1808,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (1808).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (1808).jpg,False,False
27061,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (27061).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (27061).jpg,True,True
41513,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (41513).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (41513).jpg,True,False
46944,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (46944).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (46944).jpg,True,False
30326,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (30326).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (30326).jpg,True,True
36959,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (36959).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (36959).jpg,True,False
44755,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (44755).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (44755).jpg,True,True
5810,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (5810).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (5810).jpg,False,False
10912,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (10912).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (10912).jpg,False,False
20562,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (20562).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (20562).jpg,True,True
41739,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (41739).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (41739).jpg,True,True
15889,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (15889).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (15889).jpg,True,False
18717,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (18717).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (18717).jpg,True,True
51703,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (51703).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (51703).jpg,True,True
35974,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (35974).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (35974).jpg,True,True
16548,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (16548).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (16548).jpg,True,True
19654,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (19654).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (19654).jpg,True,True
30281,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (30281).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (30281).jpg,True,True
41527,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (41527).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (41527).jpg,True,False
2456,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (2456).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (2456).jpg,False,False
12611,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (12611).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (12611).jpg,False,False
1936,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (1936).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (1936).jpg,False,False
30886,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (30886).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (30886).jpg,True,True
6074,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (6074).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (6074).jpg,False,False
15589,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (15589).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (15589).jpg,True,False
35962,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (35962).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (35962).jpg,True,True
15748,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (15748).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (15748).jpg,True,False
12069,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (12069).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (12069).jpg,False,False
40221,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (40221).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (40221).jpg,True,False
12479,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (12479).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (12479).jpg,False,False
25409,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (25409).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (25409).jpg,True,True
35439,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (35439).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (35439).jpg,True,True
27041,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (27041).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (27041).jpg,True,True
48531,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (48531).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (48531).jpg,True,False
28590,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (28590).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (28590).jpg,True,True
17342,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (17342).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (17342).jpg,True,True
28020,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (28020).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (28020).jpg,True,True
5152,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (5152).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (5152).jpg,False,False
42702,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (42702).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (42702).jpg,True,True
18635,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (18635).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (18635).jpg,True,True
178,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (178).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (178).jpg,False,False
30304,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (30304).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (30304).jpg,True,True
1108,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (1108).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (1108).jpg,False,False
43442,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (43442).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (43442).jpg,True,True
10867,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (10867).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (10867).jpg,False,False
28358,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (28358).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (28358).jpg,True,True
18520,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (18520).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (18520).jpg,True,True
48883,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (48883).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (48883).jpg,True,False
13489,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (13489).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (13489).jpg,False,False
1011,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (1011).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (1011).jpg,False,False
36436,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (36436).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (36436).jpg,True,True
51559,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (51559).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (51559).jpg,True,True
11141,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (11141).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (11141).jpg,False,False
12946,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (12946).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (12946).jpg,False,False
34578,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (34578).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (34578).jpg,True,True
52887,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (52887).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (52887).jpg,True,False
32575,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (32575).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (32575).jpg,True,True
5149,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (5149).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (5149).jpg,False,False
6581,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (6581).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (6581).jpg,False,False
20922,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (20922).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (20922).jpg,True,True
2925,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (2925).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (2925).jpg,False,False
4095,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (4095).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (4095).jpg,False,False
45762,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (45762).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (45762).jpg,True,False
36784,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (36784).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (36784).jpg,True,False
32924,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (32924).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (32924).jpg,True,True
24901,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (24901).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (24901).jpg,True,True
28513,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (28513).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (28513).jpg,True,True
13553,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (13553).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (13553).jpg,False,False
12580,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (12580).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (12580).jpg,False,False
863,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (863).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (863).jpg,False,False
29356,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (29356).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (29356).jpg,True,True
43161,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (43161).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (43161).jpg,True,True
45085,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (45085).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (45085).jpg,True,True
26811,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (26811).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (26811).jpg,True,True
13913,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (13913).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (13913).jpg,True,True
16003,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (16003).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (16003).jpg,True,True
43770,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (43770).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (43770).jpg,True,True
28034,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (28034).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (28034).jpg,True,True
44671,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (44671).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (44671).jpg,True,True
31065,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (31065).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (31065).jpg,True,True
7378,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7378).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7378).jpg,False,False
8516,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8516).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8516).jpg,False,False
8746,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8746).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8746).jpg,False,False
6028,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (6028).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (6028).jpg,False,False
31594,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (31594).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (31594).jpg,True,True
52255,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (52255).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (52255).jpg,True,True
45566,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (45566).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (45566).jpg,True,False
2129,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (2129).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (2129).jpg,False,False
4413,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (4413).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (4413).jpg,False,False
37973,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (37973).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (37973).jpg,True,False
35968,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (35968).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (35968).jpg,True,True
7435,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7435).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7435).jpg,False,False
25696,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (25696).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (25696).jpg,True,True
17458,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (17458).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (17458).jpg,True,True
44740,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (44740).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (44740).jpg,True,True
21831,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (21831).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (21831).jpg,True,True
26747,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (26747).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (26747).jpg,True,True
22805,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (22805).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (22805).jpg,True,True
53137,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (53137).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (53137).jpg,True,False
42510,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (42510).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (42510).jpg,True,True
48483,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (48483).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (48483).jpg,True,False
7211,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7211).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7211).jpg,False,False
3289,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (3289).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (3289).jpg,False,False
41298,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (41298).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (41298).jpg,True,False
36050,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (36050).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (36050).jpg,True,True
52352,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (52352).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (52352).jpg,True,False
100,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (100).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (100).jpg,False,False
12645,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (12645).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (12645).jpg,False,False
31603,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (31603).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (31603).jpg,True,True
47740,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (47740).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (47740).jpg,True,False
51780,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (51780).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (51780).jpg,True,True
39094,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (39094).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (39094).jpg,True,False
18861,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (18861).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (18861).jpg,True,True
8772,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8772).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8772).jpg,False,False
33619,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (33619).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (33619).jpg,True,False
182,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (182).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (182).jpg,False,False
6307,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (6307).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (6307).jpg,False,False
22322,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (22322).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (22322).jpg,True,True
16590,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (16590).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (16590).jpg,True,True
44476,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (44476).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (44476).jpg,True,True
27431,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (27431).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (27431).jpg,True,False
11733,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (11733).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (11733).jpg,False,False
18401,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (18401).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (18401).jpg,True,True
41356,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (41356).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (41356).jpg,True,False
52045,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (52045).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (52045).jpg,True,True
10286,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (10286).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (10286).jpg,False,False
37184,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (37184).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (37184).jpg,True,False
35509,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (35509).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (35509).jpg,True,True
9423,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9423).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9423).jpg,False,False
42636,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (42636).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (42636).jpg,True,True
46155,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (46155).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (46155).jpg,True,False
39763,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (39763).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (39763).jpg,True,False
23303,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (23303).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (23303).jpg,True,True
26134,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (26134).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (26134).jpg,True,True
169,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (169).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (169).jpg,False,False
14792,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (14792).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (14792).jpg,True,False
24759,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (24759).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (24759).jpg,True,True
17889,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (17889).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (17889).jpg,True,True
8720,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8720).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8720).jpg,False,False
1434,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (1434).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (1434).jpg,False,False
8347,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8347).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8347).jpg,False,False
1741,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (1741).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (1741).jpg,False,False
53125,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (53125).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (53125).jpg,True,False
43717,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (43717).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (43717).jpg,True,True
38072,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (38072).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (38072).jpg,True,True
10120,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (10120).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (10120).jpg,False,False
24538,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (24538).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (24538).jpg,True,True
18702,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (18702).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (18702).jpg,True,True
